Date,Open,High,Low,Close,Adj Close,Volume
2022-02-04,209.449997,209.600006,204.350006,204.800003,201.790100,5977692
2022-02-07,204.899994,205.800003,199.600006,202.100006,199.129776,6108343
2022-02-08,202.199997,203.899994,196.399994,199.500000,196.567978,8759626
2022-02-09,199.399994,203.250000,198.100006,202.600006,201.134720,5101734
2022-02-10,202.949997,204.750000,200.500000,202.800003,201.333267,4034747
2022-02-11,200.850006,203.649994,199.850006,200.350006,198.900986,3835311
2022-02-14,197.000000,199.399994,192.850006,195.899994,194.483154,10653870
2022-02-15,196.199997,199.399994,192.600006,198.949997,197.511108,3582085
2022-02-16,199.750000,201.350006,196.550003,199.000000,197.560745,4473543
2022-02-17,199.250000,204.649994,198.449997,201.000000,199.546280,6388823
2022-02-18,200.000000,201.600006,199.000000,200.000000,198.553513,3538962
2022-02-21,198.000000,201.850006,196.850006,198.149994,196.716888,3490295
2022-02-22,195.000000,200.100006,193.350006,197.350006,195.922684,6803233
2022-02-23,197.399994,200.550003,197.399994,199.000000,197.560745,3381783
2022-02-24,195.699997,196.750000,187.000000,187.850006,186.491394,8305113
2022-02-25,192.850006,201.149994,191.899994,200.149994,198.702423,7487280
2022-02-28,197.050003,211.500000,196.199997,210.449997,208.927933,11862563
2022-03-02,207.550003,219.600006,207.550003,216.000000,214.437790,17202697
2022-03-03,218.000000,219.949997,212.649994,215.050003,213.494675,9541899
2022-03-04,214.000000,224.750000,212.550003,214.899994,213.345749,15376126
2022-03-07,212.800003,218.399994,206.550003,214.250000,212.700455,12748011
2022-03-08,216.449997,217.750000,208.199997,213.000000,211.459488,6820614
2022-03-09,214.399994,225.350006,213.199997,222.449997,220.841141,10081755
2022-03-10,225.350006,226.500000,215.649994,216.750000,215.182373,12442898
2022-03-11,218.250000,218.800003,214.100006,214.800003,213.246475,9782797
2022-03-14,216.000000,216.100006,209.199997,209.800003,208.282639,9497188
2022-03-15,208.000000,210.149994,203.250000,205.550003,204.063385,7776163
2022-03-16,208.899994,209.899994,206.600006,209.000000,207.488419,7885382
2022-03-17,210.199997,211.800003,207.000000,209.399994,207.885529,12089842
2022-03-21,210.000000,214.399994,206.899994,208.899994,207.389145,12804611
2022-03-22,209.300003,210.649994,205.000000,209.800003,208.282639,6544026
2022-03-23,213.899994,213.899994,206.850006,207.399994,205.899994,11093258
2022-03-24,205.899994,209.050003,204.250000,207.500000,207.500000,5203100
2022-03-25,208.100006,208.199997,204.949997,206.000000,206.000000,7471123
2022-03-28,206.000000,206.800003,203.550003,205.050003,205.050003,4487159
2022-03-29,206.000000,208.600006,205.500000,207.399994,207.399994,4034689
2022-03-30,211.899994,211.899994,207.649994,208.449997,208.449997,7393966
2022-03-31,210.199997,212.350006,206.750000,210.800003,210.800003,7246011
2022-04-01,210.949997,217.000000,210.250000,215.100006,215.100006,15281960
2022-04-04,217.500000,220.350006,215.800003,219.449997,219.449997,9808860
2022-04-05,221.399994,223.699997,217.500000,218.600006,218.600006,9766399
2022-04-06,218.000000,221.000000,217.199997,220.000000,220.000000,9255218
2022-04-07,222.000000,237.899994,221.550003,234.350006,234.350006,54299168
2022-04-08,238.699997,242.199997,234.949997,239.600006,239.600006,28930777
2022-04-11,241.850006,248.199997,241.050003,243.949997,243.949997,17699414
2022-04-12,243.949997,246.399994,237.449997,242.399994,242.399994,11388982
2022-04-13,244.050003,250.250000,244.050003,247.100006,247.100006,11728588
2022-04-18,246.000000,256.299988,244.250000,254.949997,254.949997,19355571
2022-04-19,255.000000,259.500000,248.050003,250.300003,250.300003,13064282
2022-04-20,252.699997,255.600006,250.600006,253.300003,253.300003,10467609
2022-04-21,254.449997,258.700012,251.899994,252.899994,252.899994,10700831
2022-04-22,252.449997,256.649994,250.850006,251.649994,251.649994,4675141
2022-04-25,250.000000,250.000000,242.750000,245.800003,245.800003,5329564
2022-04-26,247.050003,253.399994,247.000000,250.500000,250.500000,5485187
2022-04-27,247.550003,248.949997,242.850006,246.500000,246.500000,4606165
2022-04-28,250.000000,250.000000,243.500000,246.649994,246.649994,3085507
2022-04-29,247.750000,249.850006,236.750000,238.550003,238.550003,7310831
2022-05-02,235.000000,239.399994,233.699997,238.149994,238.149994,4647385
2022-05-04,239.000000,239.850006,228.800003,231.199997,231.199997,5347111
2022-05-05,234.850006,238.399994,232.000000,234.899994,234.899994,6285804
2022-05-06,232.250000,234.250000,227.250000,228.149994,228.149994,5598486
2022-05-09,225.000000,227.149994,221.500000,225.500000,225.500000,7824265
2022-05-10,225.000000,229.399994,222.100006,222.899994,222.899994,4411653
2022-05-11,224.899994,225.199997,215.750000,219.000000,219.000000,5847132
2022-05-12,220.000000,223.149994,216.149994,218.300003,218.300003,7818268
2022-05-13,220.399994,225.699997,217.100006,218.750000,218.750000,4039429
2022-05-16,218.800003,227.550003,216.300003,226.850006,226.850006,5086179
2022-05-17,228.800003,233.899994,226.149994,232.750000,232.750000,5685300
2022-05-18,234.500000,237.250000,232.000000,233.100006,233.100006,6292994
2022-05-19,229.500000,230.800003,224.199997,227.500000,227.500000,3725635
2022-05-20,231.000000,238.350006,229.550003,234.949997,234.949997,5909711
2022-05-23,236.250000,240.199997,230.300003,231.399994,231.399994,5137897
2022-05-24,220.000000,233.350006,219.100006,231.649994,231.649994,12271944
2022-05-25,232.000000,235.449997,225.500000,226.350006,226.350006,4125369
2022-05-26,227.199997,229.550003,222.600006,226.000000,226.000000,3771168
2022-05-27,230.000000,232.649994,227.199997,230.899994,230.899994,3729241
2022-05-30,233.899994,235.300003,229.000000,230.649994,230.649994,2775388
2022-05-31,231.399994,235.949997,229.649994,234.750000,234.750000,4558024
2022-06-01,235.350006,247.699997,234.750000,246.100006,246.100006,11453340
2022-06-02,248.199997,249.550003,244.149994,245.750000,245.750000,8683285
2022-06-03,247.000000,247.949997,241.750000,242.250000,242.250000,3685576
2022-06-06,240.899994,245.350006,238.300003,243.399994,243.399994,4352418
2022-06-07,246.000000,248.550003,242.149994,245.800003,245.800003,9413810
2022-06-08,246.949997,250.449997,244.050003,245.300003,245.300003,8207799
2022-06-09,245.199997,247.449997,243.100006,245.550003,245.550003,2216938
2022-06-10,243.000000,247.449997,241.500000,246.699997,246.699997,3295964
2022-06-13,243.000000,243.000000,234.850006,235.500000,235.500000,4352176
2022-06-14,234.050003,242.399994,234.050003,241.350006,241.350006,3900748
2022-06-15,243.100006,243.649994,238.850006,240.149994,240.149994,3199689
2022-06-16,241.199997,243.899994,231.100006,232.399994,232.399994,4302010
2022-06-17,230.000000,238.649994,228.800003,234.699997,234.699997,6777927
2022-06-20,235.000000,236.250000,223.699997,227.149994,227.149994,4304900
2022-06-21,229.850006,232.399994,228.250000,230.250000,230.250000,4270479
2022-06-22,229.149994,229.949997,225.050003,225.850006,225.850006,3685391
2022-06-23,226.800003,228.300003,225.050003,226.899994,226.899994,3001614
2022-06-24,228.949997,233.899994,228.300003,233.500000,233.500000,3222986
2022-06-27,235.000000,241.300003,234.699997,240.050003,240.050003,4992651
2022-06-28,239.449997,240.500000,234.800003,236.449997,236.449997,3165855
2022-06-29,234.899994,237.699997,234.199997,236.100006,236.100006,6727541
2022-06-30,235.500000,239.199997,231.800003,234.100006,234.100006,6524633
2022-07-01,233.000000,235.500000,227.250000,229.800003,229.800003,5108014
2022-07-04,228.699997,232.649994,226.949997,229.699997,229.699997,4512809
2022-07-05,231.800003,234.899994,228.100006,229.199997,229.199997,4974173
2022-07-06,229.800003,231.699997,224.149994,231.050003,231.050003,7034488
2022-07-07,231.500000,237.850006,231.100006,236.649994,236.649994,6450489
2022-07-08,238.100006,242.449997,233.449997,236.000000,236.000000,7059806
2022-07-11,235.800003,238.399994,233.800003,234.750000,234.750000,3363522
2022-07-12,233.500000,236.800003,230.199997,232.250000,232.250000,4317958
2022-07-13,231.899994,235.300003,231.000000,233.449997,233.449997,4288773
2022-07-14,234.000000,237.949997,233.649994,237.399994,237.399994,5626408
2022-07-15,237.500000,246.699997,237.399994,245.500000,245.500000,8100035
